iso_code,name,family,genus,macroarea,lat,lon,countries,typology
loj,Lou,Austronesian,Oceanic,Papunesia,-2.38333333333,147.316666667,Papua New Guinea,
lok,Loko,Mande,Western Mande,Africa,9.33333333333,-12.0833333333,Sierra Leone,
lol,Mongo,Niger-Congo,Bantu,Africa,0.0,21.0,Democratic Republic of Congo,
lom,Loma,Mande,Western Mande,Africa,8.0,-9.5,Guinea; Liberia,
los,Loniu,Austronesian,Oceanic,Papunesia,-2.06666666667,147.333333333,Papua New Guinea,
loy,Baragaunle,Sino-Tibetan,Bodic,Eurasia,28.8333333333,83.8333333333,Nepal,
loz,Lozi,Niger-Congo,Bantu,Africa,-17.8333333333,26.0,Zambia,
lrc,Luri,Indo-European,Iranian,Eurasia,33.5,48.5,Iran,
lrg,Laragia,Darwin Region,Laragiya,Australia,-12.6666666667,130.833333333,Australia,
lti,Leti,Austronesian,Central Malayo-Polynesian,Papunesia,-8.2,127.666666667,Indonesia,
ltz,Luxemburgeois,Indo-European,Germanic,Eurasia,49.8333333333,6.16666666667,Luxembourg,Fusional
lua,CiLuba,Niger-Congo,Bantu,Africa,-6.0,22.0,Democratic Republic of Congo,
lub,Kiluba,Niger-Congo,Bantu,Africa,-8.0,26.0,Democratic Republic of Congo,
lue,Luvale,Niger-Congo,Bantu,Africa,-12.0,22.0,Angola,
lug,Luganda,Niger-Congo,Bantu,Africa,0.5,32.1666666667,Uganda,Agglutinative
lui,Luiseño,Uto-Aztecan,Northern Uto-Aztecan,North America,33.3333333333,-117.166666667,United States,
lun,Lunda,Niger-Congo,Bantu,Africa,-10.6666666667,24.0,Democratic Republic of Congo,
luo,Luo,Eastern Sudanic,Western Nilotic,Africa,-0.5,34.75,Kenya; Tanzania,
lus,Mizo,Sino-Tibetan,Kuki-Chin,Eurasia,23.1666666667,92.8333333333,Bangladesh; India,Agglutinative
lut,Lushootseed,Salishan,Central Salish,North America,48.0,-122.0,United States,
luy,Luyia,Niger-Congo,Bantu,Africa,0.416666666667,34.5,Kenya,
lvk,Lavukaleve,Solomons East Papuan,Lavukaleve,Papunesia,-9.08333333333,159.2,Solomon Islands,
lvs,Standard Latvian,Indo-European,Baltic,Eurasia,,,,Fusional
lwo,Luwo,Eastern Sudanic,Western Nilotic,Africa,8.0,28.0,South Sudan,
lww,Lewo,Austronesian,Oceanic,Papunesia,-16.75,168.333333333,Vanuatu,
lzz,Laz,Kartvelian,Kartvelian,Eurasia,41.5,41.5,Georgia; Turkey,
mad,Madurese,Austronesian,Malayo-Sumbawan,Papunesia,-7.0,113.5,Indonesia,
mag,Magahi,Indo-European,Indic,Eurasia,23.5,85.5,India,
mah,Marshallese,Austronesian,Oceanic,Papunesia,7.11666666667,171.05,Marshall Islands,
mai,Maithili,Indo-European,Indic,Eurasia,26.0,86.0,India; Nepal,
mak,Makassar,Austronesian,South Sulawesi,Papunesia,-5.41666666667,119.583333333,Indonesia,
mal,Malayalam,Dravidian,Dravidian,Eurasia,10.0,76.5,India,Agglutinative
mam,Mam,Mayan,Mayan,North America,15.0,-91.8333333333,Guatemala,
maq,Mazatec (Chiquihuitlán),Oto-Manguean,Popolocan,North America,17.75,-96.9166666667,Mexico,
mar,Marathi,Indo-European,Indic,Eurasia,19.0,76.0,India,Fusional
mas,Maasai,Eastern Sudanic,Eastern Nilotic,Africa,-3.0,36.0,Kenya; Tanzania,
mau,Mazatec (Huautla),Oto-Manguean,Popolocan,North America,18.25,-96.8333333333,Mexico,
maw,Mampruli,Niger-Congo,Oti-Volta,Africa,10.3333333333,-0.666666666667,Togo; Ghana,
maz,Mazahua,Oto-Manguean,Otomian,North America,19.4166666667,-99.9166666667,Mexico,
mbb,Manobo (Western Bukidnon),Austronesian,Greater Central Philippine,Papunesia,7.66666666667,124.75,Philippines,
mbc,Macushi,Cariban,Cariban,South America,4.0,-60.0,Guyana; Brazil; Venezuela,
mbe,Molala,Penutian,Molala,North America,44.5,-122.5,United States,
mbj,Nadëb,Nadahup,Nadahup,South America,-1.0,-66.5,Brazil,
mbl,Maxakalí,Macro-Ge,Maxakalian,South America,-18.0,-40.0,Brazil,
mbn,Macaguán,Guahiban,Guahiban,South America,6.5,-71.3333333333,Colombia,
mbp,Damana,Chibchan,Arhuacic,South America,11.0,-73.5,Colombia,
mbq,Maisin,Austronesian,Oceanic,Papunesia,-9.5,149.166666667,Papua New Guinea,
mbr,Nukak,Cacua-Nukak,Cacua-Nukak,South America,2.5,-71.5,Colombia,
mbt,Kulamanen,Austronesian,Greater Central Philippine,Papunesia,7.75,125.0,Philippines,
mbw,Maring,Trans-New Guinea,Chimbu-Wahgi,Papunesia,-5.5,144.666666667,Papua New Guinea,
mca,Maca,Matacoan,Matacoan,South America,-25.0,-57.5,Paraguay,
mcb,Machiguenga,Arawakan,Pre-Andine Arawakan,South America,-12.0,-72.6666666667,Peru,
mcd,Sharanahua,Pano-Tacanan,Panoan,South America,-11.0,-70.0,Brazil; Peru,
mcf,Matsés,Pano-Tacanan,Panoan,South America,-5.41666666667,-73.25,Brazil; Peru,
mcg,Mapoyo,Cariban,Cariban,South America,6.0,-67.0,Venezuela,
mch,Carib (De'kwana),Cariban,Cariban,South America,5.5,-65.0,Venezuela,
mcm,Malacca Creole,other,Creoles and Pidgins,Eurasia,2.2,102.25,Malaysia,
mcn,Masa,Afro-Asiatic,Masa,Africa,10.5,15.5,Chad; Cameroon,
mco,Mixe (Coatlán),Mixe-Zoque,Mixe-Zoque,North America,16.9166666667,-95.6666666667,Mexico,
mcp,Makaa,Niger-Congo,Bantu,Africa,3.41666666667,12.25,Cameroon,
mcr,Menya,Trans-New Guinea,Nuclear Angan,Papunesia,-7.25,146.0,Papua New Guinea,
mcs,Mambai,Niger-Congo,Mbumic,Africa,9.66666666667,14.0,Chad,
mda,Mada (in Nigeria),Niger-Congo,Benue-Congo Plateau,Africa,8.75,8.25,Nigeria,
mdd,Mbum,Niger-Congo,Mbumic,Africa,7.75,13.1666666667,Central African Republic; Chad; Cameroon,
mde,Maba,Maban,Maban,Africa,13.75,20.8333333333,Chad,
mdf,Mordvin (Moksha),Uralic,Mordvin,Eurasia,54.0,44.0,Russia,
mdh,Magindanao,Austronesian,Greater Central Philippine,Papunesia,6.83333333333,124.5,Philippines,
mdi,Mamvu,Central Sudanic,Mangbutu-Efe,Africa,3.25,29.0,Democratic Republic of Congo,
mdj,Mangbetu,Central Sudanic,Mangbetu,Africa,2.5,26.5,Democratic Republic of Congo,
mdm,Mayogo,Niger-Congo,Ubangi,Africa,3.0,29.0,Democratic Republic of Congo,
mdq,Mbole,Niger-Congo,Bantu,Africa,-0.666666666667,24.6666666667,Democratic Republic of Congo,
mdr,Mandar,Austronesian,South Sulawesi,Papunesia,-3.41666666667,119.083333333,Indonesia,
mdt,Mbere,Niger-Congo,Bantu,Africa,-0.5,14.0,Congo; Gabon,
mdw,Mbosi,Niger-Congo,Bantu,Africa,-1.25,15.5,Congo,
mdx,Dizi,Afro-Asiatic,Dizoid,Africa,6.16666666667,36.5,Ethiopia,
mdy,Maale,Afro-Asiatic,Ta-Ne-Omotic,Africa,6.0,36.9166666667,Ethiopia,
mec,Mara,Mangarrayi-Maran,Mara,Australia,-15.0,135.166666667,Australia,
mei,Midob,Eastern Sudanic,Nubian,Africa,15.0833333333,26.25,Sudan,
mej,Meyah,East Bird's Head,East Bird's Head,Papunesia,-1.16666666667,133.5,Indonesia,
mek,Mekeo,Austronesian,Oceanic,Papunesia,-8.33333333333,146.5,Papua New Guinea,
mel,Melanau,Austronesian,North Borneo,Papunesia,2.5,111.5,Malaysia,
men,Mende,Mande,Western Mande,Africa,7.83333333333,-11.5,Sierra Leone,
mep,Miriwung,Jarrakan,Jarrakan,Australia,-15.6666666667,129.0,Australia,
meu,Motu,Austronesian,Oceanic,Papunesia,-9.33333333333,147.0,Papua New Guinea,
mev,Mano,Mande,Eastern Mande,Africa,7.0,-9.0,Guinea; Liberia,
mey,Arabic (Bani-Hassan),Afro-Asiatic,Semitic,Africa,20.0,-10.0,Mauritania,
mez,Menomini,Algic,Algonquian,North America,45.5,-88.3333333333,United States,
mfc,Mba,Niger-Congo,Ubangi,Africa,1.0,25.0,Democratic Republic of Congo,
mfe,Mauritian Creole,other,Creoles and Pidgins,Africa,-20.3333333333,57.5,Mauritius,
mfr,Marrithiyel,Western Daly,Bringen,Australia,-13.8333333333,130.0,Australia,
mfv,Manjaku,Niger-Congo,Manjaku,Africa,12.0,-16.25,Guinea-Bissau,
mfy,Mayo,Uto-Aztecan,Cahita,North America,26.0,-108.0,Mexico,
mgd,Moru,Central Sudanic,Moru-Ma'di,Africa,4.75,29.75,South Sudan,
mge,Mango,Central Sudanic,Bongo-Bagirmi,Africa,8.75,17.0,Chad,
mgf,Maklew,Bulaka River,Bulaka River,Papunesia,-7.66666666667,139.416666667,Indonesia,
mgh,Makua,Niger-Congo,Bantu,Africa,-15.0,38.6666666667,Mozambique,
mgl,Maleu,Austronesian,Oceanic,Papunesia,-5.71666666667,148.416666667,Papua New Guinea,
mgp,Magar,Sino-Tibetan,Himalayish,Eurasia,28.0,83.0,Nepal,
mgr,Mambwe,Niger-Congo,Bantu,Africa,-9.08333333333,31.1666666667,Zambia; Tanzania,
mgu,Magi,Trans-New Guinea,Mailuan,Papunesia,-10.3333333333,149.333333333,Papua New Guinea,
mgw,Matuumbi,Niger-Congo,Bantu,Africa,-8.5,39.0,Tanzania,
mhd,Mbugu,Afro-Asiatic,Southern Cushitic,Africa,-4.33333333333,38.1666666667,Tanzania,
mhe,Mah Meri,Austro-Asiatic,Aslian,Eurasia,2.83333333333,101.5,Malaysia,
mhi,Ma'di,Central Sudanic,Moru-Ma'di,Africa,3.25,31.5,Uganda; South Sudan,
mhj,Moghol,Altaic,Mongolic,Eurasia,35.0,62.0,Afghanistan,
mhk,Mungaka,Niger-Congo,Wide Grassfields,Africa,5.91666666667,10.0,Cameroon,
mhq,Mandan,Siouan,Mandan,North America,46.5,-102.5,United States,
mhr,Mari (Meadow),Uralic,Mari,Eurasia,57.0,48.0,Russia,
mhs,Buru,Austronesian,Central Malayo-Polynesian,Papunesia,-3.5,126.5,Indonesia,
mhu,Digaro,Sino-Tibetan,Digaroan,Eurasia,28.4166666667,96.0,India,
mhx,Maru,Sino-Tibetan,Burmese-Lolo,Eurasia,23.5,98.5,Myanmar,
mhy,Ma'anyan,Austronesian,Barito,Papunesia,-2.0,115.0,Indonesia,
mhz,Mor,Austronesian,South Halmahera - West New Guinea,Papunesia,-2.95,135.75,Indonesia,
mia,Illinois,Algic,Algonquian,North America,40.0,-90.0,United States,
mib,Mixtec (Atatlahuca),Oto-Manguean,Mixtec,North America,17.0,-97.75,Mexico,
mic,Micmac,Algic,Algonquian,North America,45.0,-63.0,Canada,
mid,Mandaic (Modern),Afro-Asiatic,Semitic,Eurasia,31.0,48.5,Iran; Iraq,
mie,Mixtec (Ocotepec),Oto-Manguean,Mixtec,North America,17.1666666667,-97.75,Mexico,
mif,Mofu-Gudur,Afro-Asiatic,Biu-Mandara,Africa,10.5,14.0,Cameroon,
mig,Mixtec (Chalcatongo),Oto-Manguean,Mixtec,North America,17.05,-97.5833333333,Mexico,
mih,Mixtec (Chayuco),Oto-Manguean,Mixtec,North America,16.4166666667,-97.8333333333,Mexico,
mik,Mikasuki,Muskogean,Muskogean,North America,32.0,-85.0,United States,
mil,Mixtec (Peñoles),Oto-Manguean,Mixtec,North America,17.0833333333,-96.9166666667,Mexico,
mim,Mixtec (Alacatlatzala),Oto-Manguean,Mixtec,North America,17.25,-98.5833333333,Mexico,
min,Minangkabau,Austronesian,Malayo-Sumbawan,Papunesia,-1.0,101.0,Indonesia,Agglutinative
mio,Mixtec (Jicaltepec),Oto-Manguean,Mixtec,North America,16.3333333333,-98.0,Mexico,
miq,Miskito,Misumalpan,Misumalpan,North America,14.0,-83.6666666667,Nicaragua,
miy,Mixtec (Ayutla),Oto-Manguean,Mixtec,North America,16.9166666667,-99.1666666667,Mexico,
miz,Mixtec (Coatzospan),Oto-Manguean,Mixtec,North America,18.0833333333,-96.5833333333,Mexico,
mjc,Mixtec (San Juan Colorado),Oto-Manguean,Mixtec,North America,16.5,-98.0,Mexico,
mjd,Konkow,Penutian,Maiduan,North America,39.5,-121.5,United States,
mjg,Mangghuer,Altaic,Mongolic,Eurasia,36.0,102.0,China,
mji,Mun,Hmong-Mien,Mienic,Eurasia,19.0,110.0,China,
mjk,Matukar,Austronesian,Oceanic,Papunesia,-4.91666666667,145.75,Papua New Guinea,
mjw,Mikir,Sino-Tibetan,Karbic,Eurasia,26.3333333333,93.5,India,
mkd,Macedonian,Indo-European,Slavic,Eurasia,41.6666666667,21.75,Macedonia,Fusional
mke,Mawchi,Indo-European,Indic,Eurasia,21.3333333333,73.6666666667,India,
mkf,Miya,Afro-Asiatic,West Chadic,Africa,10.9166666667,9.66666666667,Nigeria,
mkj,Mokilese,Austronesian,Oceanic,Papunesia,6.66666666667,159.75,Micronesia,
mks,Mixtec (Silacayoapan),Oto-Manguean,Mixtec,North America,17.5,-98.1666666667,Mexico,
mky,Taba,Austronesian,South Halmahera - West New Guinea,Papunesia,0.0,127.5,Indonesia,
mkz,Makasae,Greater West Bomberai,East Timor,Papunesia,-8.66666666667,126.5,East Timor,
mla,Tamabo,Austronesian,Oceanic,Papunesia,-15.6666666667,167.166666667,Vanuatu,
mle,Manambu,Sepik,Ndu,Papunesia,-4.25,142.833333333,Papua New Guinea,
mlg,Malagasy,Austronesian,Barito,Africa,-19.0,47.0,Madagascar,Agglutinative
mlm,Mulao,Tai-Kadai,Kam-Tai,Eurasia,25.0,108.0,China,
mlp,Bargam,Trans-New Guinea,Bargam,Papunesia,-4.88333333333,145.75,Papua New Guinea,
mlq,Maninka (Western),Mande,Western Mande,Africa,13.0,-11.0,Mali,
mls,Masalit,Maban,Maban,Africa,13.3333333333,22.0,Chad; Sudan,
mlt,Maltese,Afro-Asiatic,Semitic,Eurasia,35.9166666667,14.4166666667,Malta,Introflexive
mlu,Toqabaqita,Austronesian,Oceanic,Papunesia,-8.41666666667,160.583333333,Solomon Islands,
mlv,Mwotlap,Austronesian,Oceanic,Papunesia,-13.5833333333,167.583333333,Vanuatu,
mmn,Mamanwa,Austronesian,Greater Central Philippine,Papunesia,9.41666666667,125.5,Philippines,
mmw,Mae,Austronesian,Oceanic,Papunesia,-16.0,167.25,Vanuatu,
mmy,Migama,Afro-Asiatic,East Chadic,Africa,12.1666666667,19.8333333333,Chad,
mna,Mangap-Mbula,Austronesian,Oceanic,Papunesia,-5.66666666667,148.083333333,Papua New Guinea,
mnb,Muna,Austronesian,Celebic,Papunesia,-5.0,122.5,Indonesia,
mnc,Manchu,Altaic,Tungusic,Eurasia,49.5,127.5,China,
mnf,Mundani,Niger-Congo,Wide Grassfields,Africa,5.66666666667,9.91666666667,Cameroon,
mni,Meithei,Sino-Tibetan,Manipuri,Eurasia,24.75,94.0,India,
mnk,Mandinka (Gambian),Mande,Western Mande,Africa,13.4166666667,-16.0,Gambia,
mnr,Mono (in United States),Uto-Aztecan,Northern Uto-Aztecan,North America,38.0,-119.0,United States,
mns,Mansi,Uralic,Ugric,Eurasia,62.0,62.0,Russia,
mnv,Rennellese,Austronesian,Oceanic,Papunesia,-11.6166666667,160.25,Solomon Islands,
mnw,Mon,Austro-Asiatic,Monic,Eurasia,14.8333333333,100.5,Thailand; Myanmar,
mnx,Sougb,East Bird's Head,East Bird's Head,Papunesia,-1.5,134.0,Indonesia,
mnz,Moni,Trans-New Guinea,Paniai Lakes,Papunesia,-3.66666666667,137.0,Indonesia,
moc,Mocoví,Guaicuruan,Qom,South America,-28.0,-60.5,Argentina,
moe,Montagnais,Algic,Algonquian,North America,52.0,-65.0,Canada,
mog,Mongondow,Austronesian,Greater Central Philippine,Papunesia,0.666666666667,124.0,Indonesia,
moh,Mohawk,Iroquoian,Northern Iroquoian,North America,43.5,-74.25,Canada; United States,
moj,Munzombo,Niger-Congo,Ubangi,Africa,3.0,18.4166666667,Congo,
mok,Moraori,Moraori,Moraori,Papunesia,-8.58333333333,140.666666667,Indonesia,
mon,Mongolian,Altaic,Mongolic,Eurasia,47.0,107.0,Mongolia,Agglutinative
mop,Mopan,Mayan,Mayan,North America,16.5833333333,-88.6666666667,Belize,
mor,Moro,Kordofanian,Heiban,Africa,11.0,30.1666666667,Sudan,
mos,Mooré,Niger-Congo,Oti-Volta,Africa,12.8333333333,-1.25,Burkina Faso,
mot,Barí,Chibchan,Barí,South America,9.0,-73.0,Colombia; Venezuela,
mov,Mojave,Hokan,Yuman,North America,34.6666666667,-114.583333333,United States,
moy,Moca,Afro-Asiatic,Ta-Ne-Omotic,Africa,7.58333333333,35.5,Ethiopia,
moz,Mokilko,Afro-Asiatic,East Chadic,Africa,11.9166666667,18.0833333333,Chad,
mpb,Malakmalak,Northern Daly,Northern Daly,Australia,-13.4166666667,130.416666667,Australia,
mpc,Mangarrayi,Mangarrayi-Maran,Mangarrayi,Australia,-14.6666666667,133.5,Australia,
mpe,Majang,Eastern Sudanic,Majang,Africa,6.75,35.0,Ethiopia,
mph,Maung,Iwaidjan,Iwaidjan,Australia,-11.9166666667,133.5,Australia,
mpj,Mantjiltjara,Pama-Nyungan,Western Pama-Nyungan,Australia,-22.6666666667,125.083333333,Australia,
mpk,Mbara,Afro-Asiatic,Biu-Mandara,Africa,11.0,15.4166666667,Chad,
mpm,Mixtec (Yosondúa),Oto-Manguean,Mixtec,North America,16.9166666667,-97.5833333333,Mexico,
mpq,Matis,Pano-Tacanan,Panoan,South America,-4.41666666667,-70.25,Brazil,
mps,Dadibi,Teberan-Pawaian,Teberan,Papunesia,-6.55,144.583333333,Papua New Guinea,
mpt,Mian,Trans-New Guinea,Ok,Papunesia,-4.75,141.5,Papua New Guinea,
mqf,Momuna,Trans-New Guinea,Somahai,Papunesia,-4.83333333333,139.25,Indonesia,
mqj,Mamasa,Austronesian,South Sulawesi,Papunesia,-3.08333333333,119.666666667,Indonesia,
mqs,West Makian,North Halmaheran,North Halmaheran,Papunesia,0.5,127.583333333,Indonesia,
mqy,Manggarai,Austronesian,Central Malayo-Polynesian,Papunesia,-8.5,120.333333333,Indonesia,
mra,Mlabri (Minor),Austro-Asiatic,Khmuic,Eurasia,18.5,101.0,Thailand,
mrc,Maricopa,Hokan,Yuman,North America,33.1666666667,-113.166666667,United States,
mrd,Magar (Syangja),Sino-Tibetan,Himalayish,Eurasia,28.0833333333,83.8333333333,Nepal,
mrf,Elseng,Morwap,Morwap,Papunesia,-3.0,140.5,Indonesia,
mrg,Miri (Hill):,Sino-Tibetan,Tani,Eurasia,27.9166666667,93.8333333333,India,
mrh,Chin (Mara),Sino-Tibetan,Kuki-Chin,Eurasia,23.0,93.1666666667,India; Myanmar,
mri,Maori,Austronesian,Oceanic,Papunesia,-40.0,176.0,New Zealand,Agglutinative
mrj,Mari (Hill),Uralic,Mari,Eurasia,57.0,58.0,Russia,
mrn,Cheke Holo,Austronesian,Oceanic,Papunesia,-8.33333333333,159.666666667,Solomon Islands,
mrt,Margi,Afro-Asiatic,Biu-Mandara,Africa,11.0,13.0,Nigeria,
mrw,Maranao,Austronesian,Greater Central Philippine,Papunesia,7.83333333333,124.25,Philippines,
mrz,Marind,Trans-New Guinea,Marind-Yaqay,Papunesia,-7.83333333333,140.166666667,Indonesia,
msa,Malay,Austronesian,Malayo-Sumbawan,Papunesia,3.0,102.0,Malaysia; Indonesia,Agglutinative
msj,Ma,Niger-Congo,Ubangi,Africa,3.5,28.0,Democratic Republic of Congo,
mso,Mombum,Mombum,Mombum,Papunesia,-8.25,138.75,Indonesia,
msu,Musom,Austronesian,Oceanic,Papunesia,-6.58333333333,147.0,Papua New Guinea,
msy,Mikarew,Ramu-Lower Sepik,Ruboni,Papunesia,-4.41666666667,144.916666667,Papua New Guinea,
mte,Mono-Alu,Austronesian,Oceanic,Papunesia,-7.05,155.75,Solomon Islands,
mtf,Murik,Ramu-Lower Sepik,Lower Sepik,Papunesia,-3.83333333333,144.25,Papua New Guinea,
mtg,Una,Trans-New Guinea,Mek,Papunesia,-4.66666666667,140.0,Indonesia,
mtk,Mbe',Niger-Congo,Bantu,Africa,6.28333333333,11.0833333333,Cameroon,
mto,Mixe (Totontepec),Mixe-Zoque,Mixe-Zoque,North America,17.25,-96.0,Mexico,
mtq,Muong,Austro-Asiatic,Vietic,Eurasia,20.5,105.083333333,Vietnam,
mua,Mundang,Niger-Congo,Mbumic,Africa,9.66666666667,14.5,Chad,
mug,Musgu,Afro-Asiatic,Biu-Mandara,Africa,10.8333333333,14.9166666667,Chad; Cameroon,
muh,Mündü,Niger-Congo,Ubangi,Africa,4.5,30.0,Democratic Republic of Congo; South Sudan,
mur,Murle,Eastern Sudanic,South Surmic,Africa,6.5,33.5,South Sudan,
mus,Seminole,Muskogean,Muskogean,North America,33.0,-84.0,United States,
muz,Mursi,Eastern Sudanic,South Surmic,Africa,5.58333333333,36.0833333333,Ethiopia,
mva,Manam,Austronesian,Oceanic,Papunesia,-4.0,145.0,Papua New Guinea,
mvb,Mattole,Na-Dene,Athapaskan,North America,40.1666666667,-124.166666667,United States,
mvf,Ordos,Altaic,Mongolic,Eurasia,39.0,109.0,China,
mvn,Minaveha,Austronesian,Oceanic,Papunesia,-9.6,150.466666667,Papua New Guinea,
mwe,Mwera,Niger-Congo,Bantu,Africa,-9.0,39.0,Tanzania,
mwf,Murrinh-Patha,Southern Daly,Murrinh-Patha,Australia,-14.6666666667,129.666666667,Australia,
mwl,Mirandese,Indo-European,Romance,Eurasia,,,,Fusional
mwp,Kala Lagaw Ya,Pama-Nyungan,Northern Pama-Nyungan,Papunesia,-10.1166666667,142.116666667,Australia,
mwv,Mentawai,Austronesian,Northwest Sumatra-Barrier Islands,Papunesia,-1.5,99.0,Indonesia,
mww,Hmong Daw,Hmong-Mien,Hmongic,Eurasia,26.0,105.0,China; Vietnam,
mxe,Ifira-Mele,Austronesian,Oceanic,Papunesia,-17.75,168.25,Vanuatu,
mxj,Miju,Sino-Tibetan,Kman-Meyor,Eurasia,29.0,96.0,India,
mxk,Monumbo,Bogia,Bogia,Papunesia,-4.25,145.0,Papua New Guinea,
mxp,Mixe (Tlahuitoltepec),Mixe-Zoque,Mixe-Zoque,North America,17.0833333333,-96.1666666667,Mexico,
mxt,Mixtec (Jamiltepec),Oto-Manguean,Mixtec,North America,16.25,-97.8333333333,Mexico,
mxu,Mada (in Cameroon),Afro-Asiatic,Biu-Mandara,Africa,10.8333333333,14.1666666667,Cameroon,
mxx,Mauka,Mande,Western Mande,Africa,8.33333333333,-7.5,Côte d'Ivoire,
mya,Burmese,Sino-Tibetan,Burmese-Lolo,Eurasia,21.0,96.0,Myanmar,
myb,Mbay,Central Sudanic,Bongo-Bagirmi,Africa,8.25,17.5,Chad,
mye,Mpongwe,Niger-Congo,Bantu,Africa,-1.25,9.5,Gabon,
myh,Makah,Wakashan,Southern Wakashan,North America,48.3333333333,-124.666666667,United States,
mym,Me'en,Eastern Sudanic,South Surmic,Africa,5.0,37.0,Ethiopia,
myp,Pirahã,Mura,Mura,South America,-7.0,-62.0,Brazil,
myu,Mundurukú,Tupian,Munduruku,South America,-7.0,-58.0,Brazil,
myv,Mordvin (Erzya),Uralic,Mordvin,Eurasia,53.0,45.5,Kazakhstan; Russia,
myw,Muyuw,Austronesian,Oceanic,Papunesia,-9.08333333333,152.75,Papua New Guinea,
myy,Macuna,Tucanoan,Tucanoan,South America,-0.333333333333,-70.1666666667,Colombia; Brazil,
mzb,Berber (Mzab),Afro-Asiatic,Berber,Africa,32.5,3.5,Algeria,
mzh,Wichí,Matacoan,Matacoan,South America,-22.5,-62.5833333333,Bolivia; Argentina,
mzm,Mumuye,Niger-Congo,Mumuye-Yandang,Africa,9.0,11.6666666667,Nigeria,
mzn,Mazanderani,Indo-European,Iranian,Eurasia,36.5,52.0,Iran,
mzp,Movima,Movima,Movima,South America,-13.8333333333,-65.6666666667,Bolivia,
nab,Nambikuára (Southern),Nambikuaran,Nambikuaran,South America,-14.0,-59.5,Brazil,
nad,Palyku,Pama-Nyungan,Western Pama-Nyungan,Australia,-22.0,120.0,Australia,
naf,Nabak,Trans-New Guinea,Huon,Papunesia,-6.41666666667,147.0,Papua New Guinea,
nag,Naga Pidgin,other,Creoles and Pidgins,Eurasia,25.6666666667,94.0,India,
nak,Nakanai,Austronesian,Oceanic,Papunesia,-5.58333333333,150.583333333,Papua New Guinea,
nal,Nalik,Austronesian,Oceanic,Papunesia,-2.95,151.333333333,Papua New Guinea,
nam,Ngankikurungkurr,Southern Daly,Ngankikurungkurr,Australia,-14.0,130.5,Australia,
nan,Min Nan Chinese,Sino-Tibetan,Chinese,Eurasia,25.0,118.0,Taiwan; China,Isolating
nap,Italian (Napolitanian),Indo-European,Romance,Eurasia,40.9166666667,14.25,Italy,
naq,Nama,Khoe-Kwadi,Khoe-Kwadi,Africa,-25.5,18.0,Namibia,
nas,Nasioi,South Bougainville,South Bougainville,Papunesia,-6.33333333333,155.583333333,Papua New Guinea,
nau,Nauruan,Austronesian,Oceanic,Papunesia,-0.5,166.916666667,Nauru,
nav,Navajo,Na-Dene,Athapaskan,North America,36.1666666667,-108.0,United States,
nay,Ngarinyeri,Pama-Nyungan,Southeastern Pama-Nyungan,Australia,-36.0,140.0,Australia,
nbc,Chang,Sino-Tibetan,Brahmaputran,Eurasia,26.3333333333,94.75,India; Myanmar,
nbi,Naga (Mao),Sino-Tibetan,Angami-Pochuri,Eurasia,25.5,94.3333333333,India,
nbj,Ngarinyman,Pama-Nyungan,Western Pama-Nyungan,Australia,-16.5,130.5,Australia,
nbm,Ngbaka (Ma'bo),Niger-Congo,Ubangi,Africa,3.56,18.36,Democratic Republic of Congo,
nbu,Kabui,Sino-Tibetan,Zemeic,Eurasia,24.8333333333,94.0,India,
ncb,Nancowry,Austro-Asiatic,Nicobarese,Eurasia,8.05,93.5,India,
nce,Nagatman,Yale,Yale,Papunesia,-3.75,141.5,Papua New Guinea,
ncg,Nisgha,Tsimshianic,Tsimshianic,North America,55.0,-130.0,Canada,
ncj,Nahuatl (North Puebla),Uto-Aztecan,Aztecan,North America,20.0,-98.25,Mexico,
nck,Nakkara,Mangrida,Nakkara,Australia,-12.1166666667,134.416666667,Australia,
ncl,Nahuatl (Michoacán),Uto-Aztecan,Aztecan,North America,18.5,-103.0,Mexico,
ncu,Chumburung,Niger-Congo,Tano,Africa,7.75,0.25,Ghana,
ncz,Natchez,Natchez,Natchez,North America,31.75,-91.3333333333,United States,
nde,Ndebele,Niger-Congo,Bantu,Africa,-25.3333333333,29.0,South Africa,
ndi,Samba Leko,Niger-Congo,Samba-Duru,Africa,8.5,12.5,Nigeria; Cameroon,
ndo,Ndonga,Niger-Congo,Bantu,Africa,-18.0,17.0,Angola; Namibia,
nds,Low German,Indo-European,Germanic,Eurasia,53.0,10.0,Germany,Fusional
ndt,Mondunga,Niger-Congo,Ubangi,Africa,2.25,21.5,Democratic Republic of Congo,
ndv,Ndut,Niger-Congo,Cangin,Africa,14.9166666667,-16.9166666667,Senegal,
ndz,Ndogo,Niger-Congo,Ubangi,Africa,7.75,27.0,South Sudan,
nee,Nelemwa,Austronesian,Oceanic,Papunesia,-20.25,164.083333333,New Caledonia,
neg,Negidal,Altaic,Tungusic,Eurasia,53.0,139.0,Russia,
nen,Nengone,Austronesian,Oceanic,Papunesia,-21.5,168.0,New Caledonia,
nep,Nepali,Indo-European,Indic,Eurasia,,,,Fusional
new,Newari (Kathmandu),Sino-Tibetan,Himalayish,Eurasia,27.6666666667,85.5,Nepal,Agglutinative
ney,Neyo,Niger-Congo,Kru,Africa,5.0,-6.0,Côte d'Ivoire,
